question,label,doc_id,claim_id,evidence_docs
Weighed food records (WFR) result in poor completion since they're costly to run and impose high participant burden.,NOT_ENOUGH_INFO,21993510,1375,
Whole brain radiotherapy increases the occurrence of new brain metastases.,REFUTE,3944632,1376,3944632
Women are more susceptible to death due to pneumonia when compared to men.,SUPPORT,2488880,1378,2488880
Women with a lower birth weight are more likely to develop breast cancer later in life.,REFUTE,16322674,1380,16322674|23557241|17450673
YAP/TAZ is required in intestinal regeneration in mouse models of ulcerative colitis.,SUPPORT,13481880,1381,13481880
aPKCz causes tumour suppression by affecting glutamine metabolism.,SUPPORT,17755060,1383,17755060
cSMAC formation represses weak ligand signalling.,REFUTE,306006,1386,306006
"eRNAs influence is linked to senescence, aging, and carcinogenesis.",NOT_ENOUGH_INFO,9669099,1387,
mcm 5 s 2 U is required for proper decoding of NNR codons in eukaryotes.,SUPPORT,2890952,1390,2890952
miR-142-5P is a known regulator of raised body temperature.,SUPPORT,6766459,1391,6766459
miR-142-5P is a temperature-sensitive microRNA (miRNA).,SUPPORT,6766459,1392,6766459
miRNAs enforce homeostasis by suppressing low-level ''leaky'' transcription.,SUPPORT,2000038,1393,12440953
miRNAs regulate a unique suite of mRNAs to maintain homeostasis in cells.,NOT_ENOUGH_INFO,2251426,1394,
p16INK4A degradation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,NOT_ENOUGH_INFO,17717391,1397,
p16INK4A degradation is encoded by CDKN2A.,NOT_ENOUGH_INFO,17717391,1398,
p75 NTR - associated cell death executor (NADE) interacts with the p75 NTR death domain,NOT_ENOUGH_INFO,14706752,1400,
qSOFA scores are associated with length of stay in emergency department patients.,NOT_ENOUGH_INFO,5185871,1401,
r-protein chaperones are found in complexes with their r-protein binding partners.,NOT_ENOUGH_INFO,8126244,1402,
siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,REFUTE,33370,1403,33370|38355793
siRNA knockdown of A20 slows tumor progression in an in vivo murine xenograft model.,SUPPORT,33370,1404,33370|38355793
taa1 tar1 tar2 triple mutants in Arabidopsis do not make root meristem during embryogenesis.,NOT_ENOUGH_INFO,10504681,1405,
β-sheet opening occurs during pleurotolysin pore formation.,SUPPORT,2617858,1406,2617858
β1/Ketel is able to bind microtubules.,NOT_ENOUGH_INFO,8087082,1407,
